gateNo,typeAccepted,refuelingCapable,maxCartsAccepted,stationName,,stationName,location,,trainNo,departureTime,arrivalTime,routeStatus,,trainNo,totalLocomotiveCarts,totalTransportCarts,totalPassengerCarts,rdyForUtil,stationName
37287,cargo,Yes,23,,,,,,"65,600,000,000.00",12:52,,On-Time,,"65,600,000,000.00",0,2,2,FALSE,
21540,cargo,Yes,30,,,,,,"80,000,000,000.00",06:53,,Boarding,,"80,000,000,000.00",1,18,6,FALSE,
42444,cargo,Yes,28,,,,,,"95,500,000,000.00",23:29,,Early,,"95,500,000,000.00",2,17,13,TRUE,
39634,cargo,Yes,86,,,,,,"65,700,000,000.00",21:12,,Early,,"65,700,000,000.00",1,12,8,FALSE,
49055,passenger,Yes,94,,,,,,"22,100,000,000.00",05:34,,On-Time,,"22,100,000,000.00",1,4,1,TRUE,
58058,cargo,No,33,,,,,,"21,300,000,000.00",17:12,,Scheduled,,"21,300,000,000.00",2,13,7,FALSE,
61655,passenger,No,10,,,,,,"10,400,000,000.00",04:53,,On-Time,,"10,400,000,000.00",1,19,11,FALSE,
47161,passenger,No,25,,,,,,"69,000,000,000.00",21:58,,Early,,"69,000,000,000.00",2,8,0,TRUE,
45291,passenger,No,95,,,,,,"10,600,000,000.00",03:30,,Arrived,,"10,600,000,000.00",2,19,9,FALSE,
542,cargo,No,44,,,,,,"4,170,000,000.00",16:14,,Arrived,,"4,170,000,000.00",2,8,19,FALSE,
63305,cargo,Yes,29,,,,,,"38,200,000,000.00",01:13,,On-Time,,"38,200,000,000.00",0,1,20,TRUE,
44630,cargo,No,39,,,,,,"91,000,000,000.00",14:19,,Boarding,,"91,000,000,000.00",1,13,19,FALSE,
61227,passenger,Yes,62,,,,,,"65,100,000,000.00",15:12,,Boarding,,"65,100,000,000.00",1,2,9,TRUE,
38598,cargo,No,62,,,,,,"74,400,000,000.00",20:49,,Arrived,,"74,400,000,000.00",2,7,11,FALSE,
36786,passenger,No,17,,,,,,"24,400,000,000.00",00:26,,Boarding,,"24,400,000,000.00",0,8,20,TRUE,
23490,cargo,Yes,78,,,,,,"11,600,000,000.00",16:08,,Arrived,,"11,600,000,000.00",2,20,8,FALSE,
91809,passenger,Yes,20,,,,,,"91,100,000,000.00",07:33,,Scheduled,,"91,100,000,000.00",1,12,20,FALSE,
78388,passenger,Yes,11,,,,,,"40,800,000,000.00",12:52,,On-Time,,"40,800,000,000.00",2,5,13,TRUE,
84194,cargo,Yes,67,,,,,,"4,650,000,000.00",06:38,,Boarding,,"4,650,000,000.00",1,13,11,FALSE,
37495,cargo,No,37,,,,,,"5,560,000,000.00",18:52,,Scheduled,,"5,560,000,000.00",1,5,18,FALSE,
46274,passenger,Yes,12,,,,,,"90,500,000,000.00",16:43,,Early,,"90,500,000,000.00",1,10,11,FALSE,
66576,passenger,No,66,,,,,,"98,000,000,000.00",02:30,,Arrived,,"98,000,000,000.00",0,12,6,FALSE,
69883,cargo,No,47,,,,,,"74,400,000,000.00",07:07,,Early,,"74,400,000,000.00",2,4,18,FALSE,
94038,cargo,No,39,,,,,,"87,300,000,000.00",13:44,,Early,,"87,300,000,000.00",2,10,12,FALSE,
28934,cargo,Yes,79,,,,,,"26,800,000,000.00",13:32,,Scheduled,,"26,800,000,000.00",1,17,12,TRUE,
18930,cargo,No,74,,,,,,"38,600,000,000.00",09:15,,Arrived,,"38,600,000,000.00",1,19,19,TRUE,
64937,cargo,Yes,50,,,,,,"2,500,000,000.00",12:15,,Early,,"2,500,000,000.00",0,15,17,TRUE,
81435,passenger,Yes,46,,,,,,"2,250,000,000.00",15:23,,On-Time,,"2,250,000,000.00",0,15,10,FALSE,
49402,passenger,Yes,21,,,,,,"27,100,000,000.00",20:16,,Early,,"27,100,000,000.00",1,14,5,TRUE,
53023,cargo,No,50,,,,,,"50,900,000,000.00",00:59,,Boarding,,"50,900,000,000.00",1,7,6,TRUE,
84075,cargo,Yes,50,,,,,,"6,620,000,000.00",20:02,,Boarding,,"6,620,000,000.00",1,13,11,FALSE,
21055,passenger,Yes,89,,,,,,"24,600,000,000.00",20:50,,Early,,"24,600,000,000.00",2,9,2,FALSE,
77022,passenger,Yes,95,,,,,,"73,500,000,000.00",19:03,,Arrived,,"73,500,000,000.00",1,18,1,TRUE,
11264,passenger,Yes,60,,,,,,"6,150,000,000.00",00:41,,Early,,"6,150,000,000.00",2,17,10,FALSE,
36705,cargo,No,69,,,,,,"74,600,000,000.00",20:21,,Early,,"74,600,000,000.00",2,7,5,FALSE,
73508,cargo,Yes,22,,,,,,,,,,,,,,,,
